course_id,course_name,yes_no,is_updated
55,Python Coding Problems,no,Pending
56,Java Coding Problems,yes,Pending
57,C++ Coding Problems,yes,Pending
58,JavaScript Coding Problems,yes,Pending
59,C Coding Problems,no,Pending
60,Go Coding Problems,yes,Pending
61,Ruby Coding Problems,yes,Pending
62,Swift Coding Problems,yes,Pending
63,Kotlin Coding Problems,yes,Pending
64,TypeScript Coding Problems,no,Pending
65,PHP Coding Problems,yes,Pending
